Year,Month,Day,Sunspots_Mean
1966,8,29,72.6
1966,9,29,71.1
1966,10,29,81.2
1966,11,29,81
1966,12,29,99.8
1967,1,29,157
1967,2,28,132.6
1967,3,29,158.3
1967,4,29,98.4
1967,5,29,122.5
1967,6,29,95.4
1967,7,29,129.5
1967,8,29,151.8
1967,9,29,108.7
1967,10,29,125
1967,11,29,133.6
1967,12,30,179
1968,1,29,172.5
1968,2,28,158.5
1968,3,29,130.5
1968,4,29,115
1968,5,29,180
1968,6,29,156.2
1968,7,29,136.2
1968,8,29,154.8
1968,9,29,166
1968,10,29,152.5
1968,11,28,121.7
1968,12,29,155.5
1969,1,29,147.8
1969,2,27,170.5
1969,3,29,192.3
1969,4,28,151.1
1969,5,29,169.9
1969,6,28,150.1
1969,7,29,137.1
1969,8,29,138.8
1969,9,28,129.3
1969,10,29,135.4
1969,11,28,132.4
1969,12,29,138.6
1970,1,29,157.9
1970,2,27,180.8
1970,3,29,145.7
1970,4,29,155.1
1970,5,29,180.5
1970,6,29,151.3
1970,7,29,159.3
1970,8,29,131.7
1970,9,29,140.8
1970,10,29,122.6
1970,11,29,134.8
1970,12,29,118.2
1971,1,29,129.2
1971,2,28,111.8
1971,3,29,85.9
1971,4,29,101.6
1971,5,29,81.5
1971,6,29,70.7
1971,7,29,114.7
1971,8,29,87
1971,9,29,71.3
1971,10,29,73.4
1971,11,29,89.5
1971,12,30,116.5
1972,1,29,87
1972,2,28,125.3
1972,3,29,113.5
1972,4,29,89.6
1972,5,29,113.9
1972,6,29,124.7
1972,7,29,108.3
1972,8,29,108.9
1972,9,29,90.7
1972,10,29,86.9
1972,11,28,59.2
1972,12,29,64.3
1973,1,29,61.8
1973,2,27,60.9
1973,3,29,65.4
1973,4,28,81.8
1973,5,29,60.3
1973,6,28,56.1
1973,7,29,33.2
1973,8,29,36.6
1973,9,28,84.1
1973,10,29,43.7
1973,11,28,34.3
1973,12,29,33.3
1974,1,29,39.4
1974,2,27,37.3
1974,3,29,30.9
1974,4,29,57.5
1974,5,29,56.3
1974,6,29,51.5
1974,7,29,79.1
1974,8,29,47.9
1974,9,29,57.2
1974,10,29,67.2
1974,11,29,35.9
1974,12,29,29.6
1975,1,29,27.3
1975,2,28,16.7
1975,3,29,16.9
1975,4,29,7.7
1975,5,29,13.1
1975,6,29,16.7
1975,7,29,40.4
1975,8,29,56.7
1975,9,29,20.3
1975,10,29,13.6
1975,11,29,27.9
1975,12,30,11.6
1976,1,29,11.9
1976,2,28,6.4
1976,3,29,31.5
1976,4,29,27.3
1976,5,29,18.2
1976,6,29,17.9
1976,7,29,2.9
1976,8,29,24.1
1976,9,29,20
1976,10,29,29.7
1976,11,28,7.9
1976,12,29,22.3
1977,1,29,23.8
1977,2,27,33.3
1977,3,29,13
1977,4,28,19
1977,5,29,27
1977,6,28,54.9
1977,7,29,30.6
1977,8,29,43
1977,9,28,62.4
1977,10,29,62.1
1977,11,28,41.6
1977,12,29,61.4
1978,1,29,73.7
1978,2,27,132.6
1978,3,29,108.4
1978,4,29,141.2
1978,5,29,117.1
1978,6,29,134.6
1978,7,29,99.7
1978,8,29,82.4
1978,9,29,195.7
1978,10,29,177.1
1978,11,29,138.5
1978,12,29,173.9
1979,1,29,235.9
1979,2,28,194.7
1979,3,29,195.3
1979,4,29,143.7
1979,5,29,190.3
1979,6,29,211.7
1979,7,29,225.7
1979,8,29,201.4
1979,9,29,266.9
1979,10,29,263.6
1979,11,29,259.5
1979,12,30,249.6
1980,1,29,226.1
1980,2,28,219.4
1980,3,29,178.7
1980,4,29,232.2
1980,5,29,254.7
1980,6,29,222.7
1980,7,29,192.9
1980,8,29,191.7
1980,9,29,219.6
1980,10,29,233.3
1980,11,28,209.5
1980,12,29,246.9
1981,1,29,156.6
1981,2,27,189.9
1981,3,29,196.6
1981,4,28,225.3
1981,5,29,194.7
1981,6,28,131.6
1981,7,29,205.3
1981,8,29,242.5
1981,9,28,245.3
1981,10,29,216.2
1981,11,28,186
1981,12,29,195.4
1982,1,29,149.8
1982,2,27,230.9
1982,3,29,221.1
1982,4,29,170.3
1982,5,29,119.3
1982,6,29,163.7
1982,7,29,139.4
1982,8,29,161.9
1982,9,29,167.4
1982,10,29,134.3
1982,11,29,127.5
1982,12,29,169
1983,1,29,115.5
1983,2,28,73.1
1983,3,29,88.7
1983,4,29,109.6
1983,5,29,132.5
1983,6,29,131.5
1983,7,29,108.9
1983,8,29,96
1983,9,29,69.9
1983,10,29,72.5
1983,11,29,45.7
1983,12,30,45.6
1984,1,29,74.8
1984,2,28,110.2
1984,3,29,116.7
1984,4,29,90.4
1984,5,29,96.9
1984,6,29,65.1
1984,7,29,55.7
1984,8,29,35
1984,9,29,22.6
1984,10,29,12.6
1984,11,28,26.5
1984,12,29,21.4
1985,1,29,17.8
1985,2,27,20.7
1985,3,29,16.9
1985,4,28,20.4
1985,5,29,32.4
1985,6,28,28.3
1985,7,29,39.9
1985,8,29,10.1
1985,9,28,4.3
1985,10,29,22
1985,11,28,17.9
1985,12,29,15.8
1986,1,29,2.8
1986,2,27,27.9
1986,3,29,13.8
1986,4,29,22.4
1986,5,29,16.1
1986,6,29,0.6
1986,7,29,18.1
1986,8,29,9.9
1986,9,29,5.1
1986,10,29,40.1
1986,11,29,15.4
1986,12,29,5.8
1987,1,29,9.8
1987,2,28,3.4
1987,3,29,17.4
1987,4,29,46
1987,5,29,39.1
1987,6,29,18.8
1987,7,29,38.2
1987,8,29,47.9
1987,9,29,42.2
1987,10,29,63.4
1987,11,29,48.8
1987,12,30,29.1
1988,1,29,70.5
1988,2,28,45.4
1988,3,29,91.2
1988,4,29,108.8
1988,5,29,74.2
1988,6,29,124.3
1988,7,29,131.4
1988,8,29,139.4
1988,9,29,142.7
1988,10,29,156.5
1988,11,28,156.8
1988,12,29,231.2
1989,1,29,210.1
1989,2,27,208.7
1989,3,29,170.4
1989,4,28,166.3
1989,5,29,195.4
1989,6,28,284.5
1989,7,29,180.5
1989,8,29,232
1989,9,28,225.1
1989,10,29,212.2
1989,11,28,238.2
1989,12,29,211.4
1990,1,29,227.4
1990,2,27,171.8
1990,3,29,191.7
1990,4,29,189.7
1990,5,29,175.2
1990,6,29,153.3
1990,7,29,191.1
1990,8,29,252.1
1990,9,29,169.1
1990,10,29,199.4
1990,11,29,178.8
1990,12,29,197.1
1991,1,29,195.3
1991,2,28,240.3
1991,3,29,197
1991,4,29,197.6
1991,5,29,166.9
1991,6,29,224.7
1991,7,29,240.2
1991,8,29,240.8
1991,9,29,168.9
1991,10,29,197.1
1991,11,29,159.5
1991,12,30,212.6
1992,1,29,198.3
1992,2,28,230.7
1992,3,29,151
1992,4,29,142.2
1992,5,29,94.3
1992,6,29,98.5
1992,7,29,114.2
1992,8,29,91.9
1992,9,29,94
1992,10,29,133.4
1992,11,28,129.6
1992,12,29,122
1993,1,29,81.4
1993,2,27,127.8
1993,3,29,102.4
1993,4,28,94.4
1993,5,29,78.8
1993,6,28,69.6
1993,7,29,80.4
1993,8,29,62.5
1993,9,28,31.2
1993,10,29,71.1
1993,11,28,48.2
1993,12,29,68.4
1994,1,29,84.9
1994,2,27,54.9
1994,3,29,47.5
1994,4,29,27.4
1994,5,29,29.8
1994,6,29,39.7
1994,7,29,50.6
1994,8,29,34.3
1994,9,29,40.5
1994,10,29,67.1
1994,11,29,29.5
1994,12,29,32.2
1995,1,29,32.6
1995,2,28,45.8
1995,3,29,46.3
1995,4,29,21.6
1995,5,29,19.4
1995,6,29,22.5
1995,7,29,20.4
1995,8,29,18.2
1995,9,29,15.7
1995,10,29,30.6
1995,11,29,14
1995,12,30,14.9
1996,1,29,13.3
1996,2,28,7.7
1996,3,29,12.6
1996,4,29,6.8
1996,5,29,7.6
1996,6,29,16.5
1996,7,29,11.8
1996,8,29,19.7
1996,9,29,3
1996,10,29,0.7
1996,11,28,24.9
1996,12,29,14
1997,1,29,7.4
1997,2,27,11
1997,3,29,12.1
1997,4,28,23
1997,5,29,25.4
1997,6,28,20.8
1997,7,29,12.9
1997,8,29,35.7
1997,9,28,59.7
1997,10,29,32.8
1997,11,28,50.4
1997,12,29,55.5
1998,1,29,44.5
1998,2,27,50.2
1998,3,29,82
1998,4,29,70.6
1998,5,29,74
1998,6,29,90.5
1998,7,29,96.7
1998,8,29,121.1
1998,9,29,132
1998,10,29,78.5
1998,11,29,97.3
1998,12,29,119.2
1999,1,29,86
1999,2,28,98
1999,3,29,103.5
1999,4,29,93.6
1999,5,29,149.6
1999,6,29,207.2
1999,7,29,173.5
1999,8,29,142.3
1999,9,29,106.3
1999,10,29,168.7
1999,11,29,188.3
1999,12,30,116.8
2000,1,29,133.1
2000,2,28,165.7
2000,3,30,217.7
2000,4,30,191.5
2000,5,30,165.9
2000,6,30,188
2000,7,30,244.3
2000,8,30,180.5
2000,9,30,156
2000,10,30,141.6
2000,11,29,158.1
2000,12,30,143.3
2001,1,30,142.6
2001,2,28,121.5
2001,3,30,165.8
2001,4,29,161.7
2001,5,30,142.1
2001,6,29,202.9
2001,7,30,123
2001,8,30,161.5
2001,9,29,238.2
2001,10,30,194.1
2001,11,29,176.6
2001,12,30,213.4
2002,1,30,184.6
2002,2,28,170.2
2002,3,30,147.1
2002,4,30,186.9
2002,5,30,187.5
2002,6,30,128.8
2002,7,30,161
2002,8,30,175.6
2002,9,30,187.9
2002,10,30,151.2
2002,11,30,147.2
2002,12,30,135.3
2003,1,30,133.5
2003,2,1,75.7
2003,3,30,100.7
2003,4,30,97.9
2003,5,30,86.8
2003,6,30,118.7
2003,7,30,128.3
2003,8,30,115.4
2003,9,30,78.5
2003,10,30,97.8
2003,11,30,82.9
2003,12,31,72.2
2004,1,30,60.6
2004,2,29,74.6
2004,3,30,74.8
2004,4,30,59.2
2004,5,30,72.8
2004,6,30,66.5
2004,7,30,83.8
2004,8,30,69.7
2004,9,30,48.8
2004,10,30,74.2
2004,11,29,70.1
2004,12,30,28.9
2005,1,30,48.1
2005,2,28,43.5
2005,3,30,39.6
2005,4,29,38.7
2005,5,30,61.9
2005,6,29,56.8
2005,7,30,62.4
2005,8,30,60.5
2005,9,29,37.2
2005,10,30,13.2
2005,11,29,27.5
2005,12,30,59.3
2006,1,30,20.9
2006,2,28,5.7
2006,3,30,17.3
2006,4,30,50.3
2006,5,30,37.2
2006,6,30,24.5
2006,7,30,22.2
2006,8,30,20.8
2006,9,30,23.7
2006,10,30,14.9
2006,11,30,35.7
2006,12,30,22.3
2007,1,30,29.3
2007,2,1,18.4
2007,3,30,7.2
2007,4,30,5.4
2007,5,30,19.5
2007,6,30,21.3
2007,7,30,15.1
2007,8,30,9.8
2007,9,30,4
2007,10,30,1.5
2007,11,30,2.8
2007,12,31,17.3
2008,1,30,4.1
2008,2,29,2.9
2008,3,30,15.5
2008,4,30,3.6
2008,5,30,4.6
2008,6,30,5.2
2008,7,30,0.6
2008,8,30,0.3
2008,9,30,1.2
2008,10,30,4.2
2008,11,29,6.6
2008,12,30,1
2009,1,30,1.3
2009,2,28,1.2
2009,3,30,0.6
2009,4,29,1.2
2009,5,30,2.9
2009,6,29,6.3
2009,7,30,5.5
2009,8,30,0
2009,9,29,7.1
2009,10,30,7.7
2009,11,29,6.9
2009,12,30,16.3
2010,1,30,19.5
2010,2,28,28.5
2010,3,30,24
2010,4,30,10.4
2010,5,30,13.9
2010,6,30,18.8
2010,7,30,25.2
2010,8,30,29.6
2010,9,30,36.4
2010,10,30,33.6
2010,11,30,34.4
2010,12,30,24.5
2011,1,30,27.3
2011,2,1,48.3
2011,3,30,78.6
2011,4,30,76.1
2011,5,30,58.2
2011,6,30,56.1
2011,7,30,64.5
2011,8,30,65.8
2011,9,30,120.1
2011,10,30,125.7
2011,11,30,139.1
2011,12,31,109.3
2012,1,30,94.4
2012,2,29,47.8
2012,3,30,86.6
2012,4,30,85.9
2012,5,30,96.5
2012,6,30,92
2012,7,30,100.1
2012,8,30,94.8
2012,9,30,93.7
2012,10,30,76.5
2012,11,29,87.6
2012,12,30,56.8
2013,1,30,96.1
2013,2,28,60.9
2013,3,30,78.3
2013,4,29,107.3
2013,5,30,120.2
2013,6,29,76.7
2013,7,30,86.2
2013,8,30,91.8
2013,9,29,54.5
2013,10,30,114.4
2013,11,29,113.9
2013,12,30,124.2
2014,1,30,117
2014,2,28,146.1
2014,3,30,128.7
2014,4,30,112.5
2014,5,30,112.5
2014,6,30,102.9
2014,7,30,100.2
2014,8,30,106.9
2014,9,30,130
2014,10,30,90
2014,11,30,103.6
2014,12,30,112.9
2015,1,30,93
2015,2,1,66.7
2015,3,30,54.5
2015,4,30,75.3
2015,5,30,88.8
2015,6,30,66.5
2015,7,30,65.8
2015,8,30,64.4
2015,9,30,78.6
2015,10,30,63.6
2015,11,30,62.2
2015,12,31,58
2016,1,30,57
2016,2,29,56.4
2016,3,30,54.1
2016,4,29,37.9
2016,5,30,51.5
2016,6,29,20.5
2016,7,30,32.4
2016,8,30,50.2
2016,9,29,44.6
2016,10,30,33.4
2016,11,29,21.4
2016,12,30,18.5
2017,1,30,26.1
2017,2,28,26.4
2017,3,30,17.7
2017,4,29,32.3
2017,5,30,18.9
2017,6,29,19.2
2017,7,30,17.8
2017,8,30,32.6
2017,9,29,43.7
2017,10,30,13.2
2017,11,29,5.7
2017,12,30,8.2
2018,1,30,6.8
2018,2,28,10.7
2018,3,30,2.5
2018,4,29,8.9
2018,5,30,13.1
2018,6,29,15.6
2018,7,30,1.6
2018,8,30,8.7
2018,9,29,3.3
2018,10,30,4.9
2018,11,29,4.9
2018,12,30,3.1
2019,1,30,7.7
2019,2,28,0.8
2019,3,30,9.4
2019,4,29,9.1
2019,5,30,9.9
2019,6,29,1.2
2019,7,30,0.9
2019,8,30,0.5
2019,9,29,1.1
2019,10,30,0.4
2019,11,30,0.5
2019,12,31,1.5
2020,1,30,6.2
2020,2,29,0.2
2020,3,30,1.5
2020,4,29,5.2
2020,5,30,0.2
2020,6,29,5.8
2020,7,30,6.1
2020,8,30,7.5
2020,9,29,0.6
2020,10,30,14.6
2020,11,29,34.5
2020,12,30,23.1
2021,1,30,10.4
2021,2,28,8.2
2021,3,30,17.2
2021,4,29,24.5
2021,5,30,21.2
2021,6,29,25
2021,7,30,34.3
2021,8,30,22
2021,9,29,51.3
2021,10,30,37.4
2021,11,29,34.8
2021,12,30,67.5
2022,1,30,55.3
2022,2,28,60.9
2022,3,30,78.6
2022,4,29,84
2022,5,30,96.5
2022,6,29,70.3
2022,7,30,91.4
2022,8,30,74.6
2022,9,29,96
2022,10,30,95.5
2022,11,29,80.5
2022,12,30,112.8
2023,1,30,143.6
2023,2,28,110.9
2023,3,30,122.6
2023,4,29,96.4
2023,5,30,137.9
